Ten,Dia chi,Loai,Lat,Lng,Tu khoa goc
Công An Phường Tân Hưng,"1 Đặng Đại Độ, Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,10.7296829,106.7102211,Quận 7 TPHCM Công an
Công an phường Phú Mỹ,"30 Lô K, Đường D1, Phú Mỹ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,10.7022269,106.73192449999999,Quận 7 TPHCM Công an
Công An Phường Tân Thuận Tây Quận 7,"36A Huỳnh Tấn Phát, Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,10.755638099999999,106.72202159999999,Quận 7 TPHCM Công an
Công An Phường Tân Quy,"25 Đường số 85, P, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,10.7391905,106.7117217,Quận 7 TPHCM Công an
Công an Phường Tân Thuận,"33 Đường số 45, P, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,10.7424083,106.71721579999999,Quận 7 TPHCM Công an
Bệnh viện Quận 7,"101 Đ. Nguyễn Thị Thập, Phường Tân Mỹ, Quận 7, Thành phố Hồ Chí Minh 00700, Việt Nam",Bệnh viện đa khoa,10.7373313,106.7241657,Bệnh viện tại Quận 7 TP.HCM
Bệnh viện Đa khoa Tân Hưng,"871 Đ. Trần Xuân Soạn, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,10.7512252,106.6963562,Bệnh viện tại Quận 7 TP.HCM
Bệnh viện Tim Tâm Đức,"4 Nguyễn Lương Bằng, Phường Tân Mỹ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,10.7333783,106.71793849999999,Bệnh viện tại Quận 7 TP.HCM
Bệnh viện Quận 8,"82 Cao Lỗ, Phường 4, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,10.7416667,106.67638889999999,Bệnh viện ở Quận 8 TPHCM
Bệnh viện Đa khoa Tâm Anh - Quận 8,"316C Đ. Phạm Hùng, Phường 5, Quận 8, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện đa khoa,10.7395149,106.6691869,Bệnh viện ở Quận 8 TPHCM
Bệnh viện Phục hồi Chức năng - Điều trị Bệnh Nghề nghiệp TP. HCM,"313 Âu Dương Lân, Phường 2, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,10.7412467,106.68615679999999,Bệnh viện ở Quận 8 TPHCM
Bệnh viện Quận 10,"571 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,10.7762318,106.6666796,Bệnh viện ở Quận 10 TP.HCM
Bệnh viện Đa khoa Vạn Hạnh,"B1-B3-B5, Hẻm 781 Lê Hồng Phong, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,10.771797099999999,106.6713769,Bệnh viện ở Quận 10 TP.HCM
Công an Quận 11,"272 Đ. Bình Thới, Phường 10, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,10.763575399999999,106.6430589,Công an ở Quận 11
Công An Phường 11 Quận 11,"133 Đ. Bình Thới, Phường 11, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,10.7661988,106.647978,Công an ở Quận 11
Công An Phường 3 Quận 11,"117 Lạc Long Quân, Phường 3, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,10.761655099999999,106.6418436,Công an ở Quận 11
Công An Phường 1 Quận 11,"36A/15 Hẻm 762 Đ. Hồng Bàng, Phường 1, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,10.756969,106.639375,Công an ở Quận 11
Bệnh viện Lãnh Binh Thăng,"72 Đường Số 5 - Cư xá Bình Thới, Phường 8, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,10.7605706,106.64812119999999,tìm bệnh viện tại Quận 11 Sài Gòn
PHÒNG KHÁM ĐA KHOA PHÚ ĐỨC,"838 Nguyễn Chí Thanh, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,10.757011199999999,106.6534756,tìm bệnh viện tại Quận 11 Sài Gòn
Bệnh Viện Chuyên Khoa Răng Hàm Mặt Mỹ Thiện,"6/2 Đ. Số 3 Cư Xá Lữ Gia, Phường 15, Quận 11, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện,10.7740492,106.65641749999999,tìm bệnh viện tại Quận 11 Sài Gòn
PK NỘI SOI SỐ 09,"9 Đ. Lê Đại Hành, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,10.758558599999999,106.6591193,tìm bệnh viện tại Quận 11 Sài Gòn
Phòng Khám Đa Khoa Đại Phước,"Đ. 3 Tháng 2, Phường 7, Quận 11, Thành phố Hồ Chí Minh 700000, Việt Nam",Phòng khám,10.7634507,106.6596481,tìm bệnh viện tại Quận 11 Sài Gòn
Bệnh viện Thống Nhất,"1 Đ. Lý Thường Kiệt, Phường 7, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện đa khoa,10.7915151,106.65345389999999,tìm bệnh viện tại Quận 11 Sài Gòn
Phòng Khám Đa Khoa Ngọc Minh cơ sở 2,"262/4 Lạc Long Quân, Phú Thọ Hoà, Quận 11, Thành phố Hồ Chí Minh 72600, Việt Nam",Phòng khám,10.7658793,106.642607,tìm bệnh viện tại Quận 11 Sài Gòn
Phòng khám gan mật TPHCM | Cty CP Bệnh Viện Gan Tâm Đức,"229 Nguyễn Chí Thanh, Phường 12, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện đa khoa,10.7574164,106.65751039999999,tìm bệnh viện tại Quận 11 Sài Gòn
Bệnh viện An Bình,"146 Đ. An Bình, Phường An Đông, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,10.7542613,106.6715847,tìm bệnh viện tại Quận 11 Sài Gòn
Bệnh viện Phường 16 Quận 11,"1421 Đ. 3 Tháng 2, Phường 16, 11, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,10.7570254,106.64784209999999,các bệnh viện ở Quận 11 TP.HCM
Bệnh Viện Lãnh Binh Thăng - Khoa Y Học Dân Tộc,"99 C, 124 Tạ Uyên, Phường 7, Quận 11, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện,10.758329699999999,106.6537001,các bệnh viện ở Quận 11 TP.HCM
